this,is,sample,file,with,shift-jis,Åiì˙ñ{åÍÅj,text,encoding,
this,area,may,contain,settings,written,by,measurement,system,
for,example,
product name,motion sensor,
id,1,
comment,
sampling_rate,200,
key:0123456789abcdef,
time:12:34:56,
index,sensor_1_x,sensor_1_y,sensor_1_z,sensor_2_x,sensor_2_y,sensor_2_z,sensor_3_x,sensor_3_y,sensor_3_z,
1,0.6969764014260589,-0.8893274427030843,0.6016744266360499,0.5692992257873533,-1.4684403887551962,0.8147097303351386,-0.05821982891123703,-1.1090721499902416,1.4827178152118201
2,0.3635667337008439,-0.6421993331893793,0.6284899449679423,0.592993397128547,-1.4609600935785725,1.2088409878090784,-0.6148154744160566,-1.101710114342401,1.452214376236971
3,-0.10365892246378462,-1.0100149027783836,0.9577214469431168,-0.00032224978321367115,-1.9472091239357385,1.5239021438286573,-1.2661862039390226,-0.14848574292939024,1.4389254625339507
4,-0.4134510882118753,-0.4546530232979742,0.933435567645589,-0.049386973693931774,-1.3576805986618405,1.7092160756889472,-1.33276759575274,0.23212497077156113,1.27653525740844
5,-0.5023934704860503,-0.006452399058249014,0.9222537401893263,-0.6004504942782801,-1.070897543252469,1.7401917985563962,-1.2786619903667662,0.5240999359406598,0.7094945125152863
6,-0.7446973537064752,-0.23214449516015526,0.8012632835923346,-0.9997250287316202,-0.917609012743191,1.6328584849719154,-1.3823305049076882,0.9754818828745927,0.32318167540503795
7,-0.6180762261720121,-0.11495842954963119,0.7692655103662854,-0.8842748729996983,-0.5413453463732161,1.7520780323024097,-1.1272077802123082,1.1711577830397784,-0.33770360673774225
8,-0.5721081656977205,0.622714310687063,0.4728806127739522,-1.1477262361109377,0.009401774070974367,1.441630353083536,-0.9792789793770988,1.6794894273744916,-0.8177865146489508
9,-0.9989370851610261,0.6495903566256543,0.2902011384043575,-1.5931704848955663,-0.037223031602577575,1.4422034945700417,-0.19007124631299263,1.068807067794334,-1.4194792427851544
10,-0.9599911664336109,0.6566081140302512,0.018095302854740994,-1.8462412548114697,0.3245359245698258,1.0268969160933097,0.3212882469921017,0.9671902388233022,-1.1631435031674846
11,-0.5341298580065135,0.5430139782637053,-0.09219277309796137,-1.7982506340455136,0.41452264554403956,0.5624035511878824,0.3120962561837347,0.6749072093385311,-1.5187658660079835
12,-0.5475751716282534,0.5826573211251165,-0.17138086045017964,-1.4187326212459983,1.0947305260435767,0.5835663865535095,0.9832846264390099,0.22240491590875502,-1.422040302921729
13,-0.4739348316126915,0.9457010827298863,-0.672338402120602,-2.0794400247510323,1.0568150874715014,0.38616689925770037,1.2241363263447906,-0.4305989063542104,-1.367419570953913
14,-0.19271327358850832,0.7920016094308342,-0.5561739806404725,-1.3990434742402,1.405429083384518,0.06268204149312198,1.4419982628633683,-0.43652386430276247,-0.26568335669062715
15,0.054349118067805346,0.8294040775584427,-0.9302812909574625,-1.4249187443344273,1.5043187224600112,-0.4619445389458773,1.433135315203769,-0.8658591682848935,-0.07804489632198973
16,0.08950392854811268,0.8136667768668867,-1.0438667696782726,-0.9220170077159716,1.6575228775079751,-0.5847719631245397,1.2668737722222632,-1.5127009947442187,0.13874927115582386
17,0.3500030059848347,0.24259204438138224,-0.7531520712935489,-0.9632108657097941,1.686326127089923,-1.0076617706453397,0.42995040853539745,-1.6624323429234114,0.845800677514652
18,0.8501178860199743,0.17025759664606283,-0.7407626193203481,-0.6146779676816196,1.6764923758325612,-1.122025830530847,0.024692453469039352,-1.2214530494296374,1.0396169956180152
19,1.262552379234687,-0.24481842363963324,-0.6892999948069856,-0.3072003202955458,1.4905071262506853,-1.3061906376246755,-0.31757239394590003,-1.0689073345249425,1.3703289425449907
20,0.617379304807811,-0.4643966288717513,-0.549841636401044,0.0582528558322463,1.3952397919424202,-1.675070584344502,-0.6413258449470893,-0.3194485932355404,1.3521051711965513
21,0.6355253615152132,-0.5901182485965364,-0.28093617234233004,-0.0347572249905686,1.3379717656822403,-1.714657860728442,-0.9564335944188813,-0.04669442122021057,1.204574192856704
22,0.7616503886412559,-0.9415094006637694,-0.14703701926156437,0.6883466517382226,0.9736373563073463,-1.7168127427443036,-1.388562326454424,0.44513670484849516,0.932218845528252
23,0.7418549922894027,-1.0225329390098126,0.05399318400703018,0.9296747790066332,0.8326604110657225,-1.5071576722777573,-1.1201426090012345,0.9000857543953508,0.510127586728906
24,0.5946895200528333,-0.953562218002756,0.45258094496189394,1.3139637782488682,0.6177110406732871,-1.7715913277862485,-1.1118705978315757,0.7982018082525162,0.0513069085528637
25,0.20292345043724905,-0.9210444793162584,0.4693172965888613,1.1489574685071702,0.15408324965737405,-1.9361418660496263,-0.7327106261943916,1.3174870184831804,-0.4284649537298174
26,0.04154201288713638,-0.6257479426765955,0.5470084377270307,1.5131542675031588,0.043492059237277586,-1.4969234807050662,-0.44322154831181976,1.4166528125091882,-0.9709237667142353
27,-0.031022297457814152,-0.6684925590585475,0.7470735365349629,1.6859042304477572,-0.44993666233512913,-1.3129128053334724,0.15734609081255074,1.2498944678903545,-0.8947646937874622
28,-0.30994856974176954,-0.6105684934502298,0.8618395499508822,1.4361018083631651,-0.6129595566814938,-0.8491546060454244,0.3051800458956183,0.7548672631254517,-1.3022019745610447
29,-0.5263117317000764,-0.2655729347409732,0.8911983456009748,2.12687837712511,-1.226713595339855,-0.5762227545070046,0.8680557491100225,0.35480775467318737,-1.6332102299733662
30,-0.9711972735779428,-0.050597896348371606,0.7579901933151285,1.5975986503927546,-1.6580547410655864,-0.6899513138301323,0.889656467212491,-0.23889452076071666,-1.2266107131073358
31,-1.031997476437618,0.011704575040039689,0.7096381414627068,1.29831120599629,-1.328223557743562,-0.08533520007722507,1.2290031790031122,-0.23707925430766413,-0.6276127236582448
32,-0.9672174333119297,0.6520388419261838,0.7038965173908676,1.175595912661608,-1.8910183739229296,0.23450149731995623,1.1641041112082917,-0.7115387849324118,-0.44455964575476853
33,-0.7812374815288029,0.2964102082993012,0.15661053682883122,0.9500174122063313,-1.3988762043077623,0.7465658664161321,1.2320655274774885,-1.0360553888701156,0.3093146111740841
34,-0.6054893938032921,0.6951879087834797,0.16845372961790345,0.7731990588277972,-1.6107899604361477,1.1287734432727947,0.6817468637289043,-1.2810173402073797,0.528346726420289
35,-0.7745775399124186,0.9881240333478676,-0.29344702790674365,0.8636014650508228,-1.6417352858160272,1.06605276712451,0.41337905351377663,-1.2155149716153129,0.9039583637362146
36,-0.8669542532697878,0.9478187544878073,-0.4422456174812571,0.31423669509281826,-1.4864181071161184,1.289843521995841,-0.32005560438924674,-1.1645934840507766,1.190676539365082
37,-0.025705126608544543,0.7239606504751738,-0.2444643931997747,0.11574445904438994,-1.6169427064059867,1.5470498621023587,-0.7985660755297728,-0.8850662744836751,1.1989576721869535
38,-0.24259515169719642,0.8071563014960764,-0.6205735249252522,-0.182451441159376,-1.4105989862853352,1.838548179820767,-0.9691327196114252,-0.4393635613485026,1.1786269993044824
39,0.06691438711938863,0.45321484094829945,-1.0643037441567125,-0.35724930757502704,-0.7599898233225024,1.6564477252306984,-1.2240762447116709,0.45147340614309395,1.4144730456411907
40,0.5223499602913287,0.4988313530013219,-1.0639771857100626,-1.068902073836445,-0.7899843467941029,1.9391584153407577,-1.0192472317413426,0.37312770172441384,0.47100371297185206
41,0.7029995620851952,0.08784895348560118,-0.8209590728808333,-1.0573283011802954,-0.3597637862082972,1.2885633770058003,-1.7556285706621724,1.322331829814571,0.18730282449927058
42,0.6776957367304864,-0.042578791097630395,-0.8448979502636726,-1.4678780248036156,-0.010907161264114201,1.5388611564741728,-0.8004798844015213,1.1292451069820466,-0.24620428558179902
43,0.8949328780953709,-0.409160082231492,-0.6739071246990157,-1.7812425309534572,0.4872526759775286,1.489646637562257,-0.8706188186653501,1.2026805403834637,-0.8730939362208353
44,1.1620887836819094,-0.7069176725294012,-0.2247276378455143,-1.884797318926738,0.5093527033013975,1.0071905635557437,-0.3189122006229824,1.2218101060706776,-0.8502074953523159
45,0.7327988744523023,-0.5457021999502111,-0.29761737401904786,-1.98624206223973,0.6143499807662647,1.029707111573363,0.5380429561162887,1.0815926794901833,-1.242564023030044
46,0.7656463360004585,-1.175541398360018,-0.12822282261539827,-1.5469275123457111,1.4067272979938568,0.7206989698108489,0.6825143157711993,0.3416777675689191,-1.3551910529944484
47,1.0013043708059028,-0.7282643909758819,0.42490999125240325,-1.3313493744925518,1.4043497130981477,0.37197450975041524,0.9821359274945108,0.1132032151829331,-1.4102963448571497
48,0.3688558630815372,-0.7108657465887274,0.413581174625307,-1.27895713578884,1.5685409734051854,0.1141279739667238,1.175896455570386,-0.4547004132392026,-0.6703635681492004
49,0.11092586860887005,-0.9990043128427204,0.6563951949510533,-1.26008903980269,1.5237146644963495,-0.1421958099692815,1.1555713744250666,-0.8848494259774419,-0.38790796300056724
50,-0.08812429676287188,-0.5261764659864128,1.007314852332525,-0.969672324063341,1.6852546062120017,-0.6350119868867296,0.9182424014449944,-1.3621854570964447,-0.4367236336288931
51,-0.44155487431340823,-0.6339317403830995,1.0905723271124548,-0.3928455297173691,1.5394145278266553,-1.1780082536529568,0.5103116685785316,-1.4584483102477033,0.49548829624432755
52,-0.6064263861891581,-0.3292351044190576,0.9107410535926912,-0.29757496468976286,1.5113104308449357,-0.9728389547328207,0.13798756313573635,-1.6191347952205977,0.9908189891935051
53,-0.5899185216631334,-0.24379750723433172,1.0078448402578943,0.023325456037496473,1.4942143072874958,-1.265240799645393,-0.028867658381199608,-0.9245176665821739,0.9603478221960572
