this,is,sample,file,with,shift-jis,Åiì˙ñ{åÍÅj,text,encoding,
this,area,may,contain,settings,written,by,measurement,system,
for,example,
product name,motion sensor,
id,1,
comment,
sampling_rate,200,
key:0123456789abcdef,
time:12:34:56,
index,sensor_1_x,sensor_1_y,sensor_1_z,sensor_2_x,sensor_2_y,sensor_2_z,sensor_3_x,sensor_3_y,sensor_3_z,
1,0.6790250324515297,-1.1877138372270912,0.768350328608352,0.3255986823926278,-0.6462343052483228,0.3419366368429768,0.8598490931718824,-1.3293442909846775,-0.02074773459676138
2,0.23314509762122199,-0.9679605692012359,1.0008960911368043,0.20620815357967953,-0.6541050546094734,0.5714145044784203,0.6075681829180729,-1.1418291474685165,0.3376326089140388
3,-0.4826578609872121,-1.1178010513239607,1.0103657089522557,-0.14704047062761827,-0.5198426817595934,0.4922901672535716,0.38659576252687367,-1.2582849210228668,0.78494286240834
4,-0.4496071090783931,-0.7695001248220099,1.149172109689576,0.06082293635762283,-0.4303083533643812,0.45800384198694666,0.800787584521382,-0.8451545188950574,0.5796790297850059
5,-0.3632732399003617,-0.28644729764049337,1.1394482848926661,-0.01941920641297569,-0.298607255651119,0.72686271963485,0.3250094675270829,-0.9816445700047656,0.6937170346751318
6,-0.4977800878795872,-0.28004649957415545,0.9434512273193907,-0.29313850703254907,-0.5052575797733935,0.8918728800002249,0.08763815964225607,-0.838807389327445,0.668580143793589
7,-1.333871338618319,0.09525094315242694,0.9996019272188905,-0.2860792485521264,-0.5426766309306211,0.3751898464985523,0.04257650984025893,-1.2810923224993152,0.8461561424203463
8,-1.411234936510599,-0.07136946532882749,0.9976495623302302,-0.6982879797808985,-0.27506033883599595,0.832266251455874,-0.26540831702070694,-0.9187057276904163,1.3166614997673838
9,-1.0656302960306332,0.5300370804948431,0.5390327340644802,-0.34401765469425494,0.0035316458078945845,0.6155766269286597,-0.050689954942585824,-0.8620905262319868,1.0432479690037286
10,-1.1700777944095702,1.2707358165794909,0.27599274983318706,-0.7122418614487626,0.12026126771091923,0.7696584393227175,-0.2736665083332843,-0.7151979786458654,0.9581405292554156
11,-0.7103831988231901,1.0825910220286143,0.1322338374061544,-0.856310196325804,0.009520461136777226,0.34793554970764473,-0.8206771645382525,-0.6619742948671111,0.9959979766812735
12,-0.9342934115426307,0.9730191745209682,0.09035628133784379,-0.7001022592369335,0.1520988334624297,0.4769096384001199,-0.549478367598629,-0.27267929577684247,1.1730196449118628
13,-0.7943674308294297,1.5610819422658848,-0.8135572191760598,-0.8128090536271894,0.4960948316100665,0.3085014942847182,-0.9261024561721986,-0.27362680610360895,1.0947255143667658
14,-0.35176814504747567,1.1216429681314046,-0.8558159635070492,-0.8330678260049584,0.7051664576210077,0.6105970020177263,-1.0170513344802408,0.11634433811151373,0.9884719055045476
15,-0.2776586540941013,0.9328249911780913,-0.8884731049352573,-0.8623590939094228,0.15882835895957592,0.181752406094874,-1.075230012594245,0.2511154812918714,1.064196410629161
16,0.3555227703943269,0.4497446579921461,-1.1557566345385952,-0.9218591237394741,0.424865653668497,0.42565359547301673,-1.3060257044747337,0.4885926677044444,0.8414375455623172
17,0.36491810146101966,0.7285909379041138,-1.2783674369167939,-0.4991079942714361,0.3147161231545753,0.04234323423334711,-1.2988036263310976,0.5183310162397479,0.7930647530109296
18,0.32289877844353065,0.49208150377884846,-1.2344223969558372,-0.7450375006908765,0.7866690854856258,-0.1386818661755546,-1.3300968702253466,0.4075305388219839,0.8595730096320034
19,1.0626422144298202,0.2422532947695917,-0.8179228831945762,-0.5435665262048521,0.9302720550206872,0.1723145379744254,-0.9521713398933254,0.6754973730691101,0.6153737693350885
20,0.8271998872352576,-0.0651473235052243,-1.0094610175961947,-0.9538923784326365,0.8920012359309263,-0.11674985990803602,-1.0295364457145437,0.8255995210950015,0.4797507879583912
21,1.270709653711426,-0.4994113623355846,-0.6549841944972785,-0.4040642674261071,0.8226335938229038,-0.24860708094702602,-1.0620316383653148,0.8009417172905144,0.17683615967491492
22,1.0004217556104806,-0.5804200869235522,-0.6494537382346831,-0.33111376412100973,0.6731743701567007,-0.43457890019528367,-1.2911565947316495,1.005627301949238,0.2563460246745543
23,1.101705895947405,-0.6944013840383,-0.00768541270923323,-0.03071290236949746,0.512443219518524,-0.022454195730172155,-1.0233946320302674,1.0525646859282294,-0.24302767819220603
24,0.9023311722503251,-0.9393715855470326,0.24747770288145432,-0.15588447129738434,0.5378237647173407,-0.6543469616997938,-1.1745808006871128,1.0890991000209655,-0.4983933161054619
25,0.6063555540507268,-1.1342874488422703,0.7208544431145041,0.00664146555576707,0.5938154886983562,-0.4840269385817213,-1.2391712546771396,1.1213217171487564,-0.14996893162302544
26,0.42215801281837284,-1.1354770750675809,0.5209189343961079,0.5049629399740576,0.41284907337992827,-0.6979160098133177,-0.7080241658082507,0.9299943116342946,-0.7838916254656565
27,0.46177924985717156,-0.9997422632424501,0.7178800773264064,0.08733041214933221,0.5582006423980997,-0.9489055025960546,-0.8075218894297886,1.0354744269220637,-0.5607207405538126
28,0.31713136976239964,-1.0431360033208694,1.2850780795859853,0.7091902487273853,0.4302779889116417,-0.7482745953616424,-0.48048733399979804,1.190069086252162,-0.5468415584251012
29,0.24352965912409544,-0.7337131770412285,1.171795478346998,0.5143204966892182,0.16212005237295818,-1.226385520406832,-0.33000430352070265,0.9064886338313215,-1.0182636498375577
30,-0.819995267173415,-0.710427733513418,1.2163662202194065,0.6203966458048906,0.10614722784717423,-0.6421730754052156,-0.10811917161415555,1.2206361623845416,-0.9451949490759773
31,-0.7134493874803723,-0.7407909974138462,1.0093762566327982,0.5110272252217889,0.1347952358135492,-0.7362318187684895,0.08308382919181828,0.9577571419450173,-1.1718498327715912
32,-0.7387471555695101,0.026240792438081834,1.1226311797708477,0.7646372993092295,-0.44028660019811006,-0.607101666236541,0.21782413409585755,0.9760975237533348,-0.8586138878240197
33,-1.220122934080952,0.04344794040817618,0.6929649879207262,0.5004680440001786,-0.31506457580894537,-0.8712873241707456,0.4048829738761659,0.8079830329881974,-1.0120090178470469
34,-1.0855006011882544,0.07043213299400025,0.7712738844203307,1.1746016255697806,-0.5797245918917916,-0.6182290066042784,0.8163605218600631,0.617563067971581,-1.0321410163404652
35,-1.1274944417927493,0.4438018246795479,0.27256293396080733,0.9141923426966201,-0.08951737720785768,-0.44756548266834273,0.6103307199691087,0.762821387857657,-0.9257574443439948
36,-1.1887511596483966,0.8561019871615325,-0.03106106006388748,0.725651095037864,-0.47486552695675405,-0.444313478232767,0.6828946734756965,0.46653695817425905,-1.159487366654684
37,-1.2033346078722142,0.9684064326004187,-0.3617016746005712,0.5246280353879339,-0.4965530545821634,0.05139844728467603,0.8638600382889143,0.4873752501932389,-1.2566958870821932
38,-0.898438879040031,1.2023923944569064,-0.16432832896756525,0.672191639541843,-0.7790335318587303,0.06379632813802542,0.8452390868881533,0.2720757845012623,-1.1729974504383989
39,-0.7528293187534871,1.3821361534242715,-0.6579705052815791,0.6425277831895861,-0.5457894137459763,-0.20556130645505882,1.0616756707536048,-0.10409639337839306,-1.0313588934750317
40,-0.1215995751384168,0.9593990122442407,-0.8793742242511826,0.5314384516096026,-0.6698050532127959,0.13872290978745894,1.0361383458273818,-0.4742550147689658,-0.9700676011809087
41,0.07224516350611615,0.8397670420208289,-1.133427227228956,0.5002672828556153,-1.0809787912051352,0.5649772523097183,1.1192807395013753,-0.3310335047393741,-0.4809317271556467
42,-0.027530750648376484,0.8485711087836892,-1.0138413750480804,-0.013349249143482456,-0.8193000441654681,0.3252159798822064,0.9838705584421168,-0.060425913846556434,-0.7138880850940628
43,0.4899450353240951,0.5675553198584327,-1.2655337190354328,0.05108989661045754,-0.8175883783132382,0.8101465684757552,1.7885321606045572,-0.38644977351582627,-0.6355287629690738
44,0.9949097750389605,0.18507996372620536,-1.1301499087146558,-0.11196333793201911,-0.956614992612753,0.3602871679204227,1.0689819380917236,-0.33813958606289535,-0.36511028927636524
45,1.0598463301532235,0.37429607898214945,-1.015414436536538,-0.1709614640239831,-0.5059813651033414,0.4289267894452534,1.195886945541616,-0.7085431588376994,-0.22835953359824265
46,1.1130421393171026,-0.15875170163812527,-0.888717592281009,0.08343909781728745,-0.455401292028468,0.447822488223691,1.0501581672414708,-1.035558068721746,-0.09295209351489873
47,1.065577765095773,-0.938783285047545,-0.5953238286696574,-0.3576529058170421,-0.4616341426460681,0.7526345061152601,0.8274845065211834,-0.7937247421241207,-0.1810663828685606
48,1.1719567051814959,-0.4752340128648096,-0.6058247364035172,-0.650917552821198,-0.40913632402492695,0.7764846933636795,0.9529263648176192,-0.9628839939486539,-0.15782918373963836
49,1.1384865906378925,-0.8866141818438456,-0.13893327791692522,-0.3260028344615573,-0.39017467137959716,1.217714222262318,0.9765069841517359,-1.0259228357420997,0.018328424042779456
50,1.2515437155369449,-0.9811173015716389,0.181437560859825,-0.7155993376387441,-0.19492061215670267,0.5517944304625104,0.4795972796466217,-1.4853253767163652,0.5535595252457175
51,0.8687597375663086,-1.4263423439189347,0.3719174826658561,-0.8550502651154058,-0.2717703090864569,0.5987862173279925,0.7728380397944827,-1.142516604868837,0.5509711472809484
52,0.5030068841078825,-1.1913049955919748,0.7063821077169139,-0.6744049093287539,0.23917527487356074,0.6670401310398466,0.8398313224543895,-1.3325661456123654,0.8347969885296489
53,0.36117289381258805,-1.3814564766145168,0.745872240042145,-0.590343723118693,0.12012075452067886,0.5391284315927843,0.3321892846791105,-1.0802830496929086,0.5131444715667377
